     1  4  2  :  28, 56, 92, 136, 188, 248, 316, 392, 476, 568, 668, 776, 892, 1016, 1148
     1  4  3  :  38, 70, 110, 158, 214, 278, 350, 430, 518, 614, 718, 830, 950, 1078, 1214
     1  4  4  :  48, 84, 128, 180, 240, 308, 384, 468, 560, 660, 768, 884, 1008, 1140, 1280
     1  4  5  :  58, 98, 146, 202, 266, 338, 418, 506, 602, 706, 818, 938, 1066, 1202, 1346
     1  4  6  :  68, 112, 164, 224, 292, 368, 452, 544, 644, 752, 868, 992, 1124, 1264, 1412
     1  4  7  :  78, 126, 182, 246, 318, 398, 486, 582, 686, 798, 918, 1046, 1182, 1326, 1478
     1  4  8  :  88, 140, 200, 268, 344, 428, 520, 620, 728, 844, 968, 1100, 1240, 1388, 1544
     1  4  9  :  98, 154, 218, 290, 370, 458, 554, 658, 770, 890, 1018, 1154, 1298, 1450, 1610
     1  4  10  :  108, 168, 236, 312, 396, 488, 588, 696, 812, 936, 1068, 1208, 1356, 1512, 1676
     1  4  11  :  118, 182, 254, 334, 422, 518, 622, 734, 854, 982, 1118, 1262, 1414, 1574, 1742
     1  4  12  :  128, 196, 272, 356, 448, 548, 656, 772, 896, 1028, 1168, 1316, 1472, 1636, 1808
     1  5  1  :  22, 50, 86, 130, 182, 242, 310, 386, 470, 562, 662, 770, 886, 1010, 1142
     1  5  2  :  34, 66, 106, 154, 210, 274, 346, 426, 514, 610, 714, 826, 946, 1074, 1210
     1  5  3  :  46, 82, 126, 178, 238, 306, 382, 466, 558, 658, 766, 882, 1006, 1138, 1278
     1  5  4  :  58, 98, 146, 202, 266, 338, 418, 506, 602, 706, 818, 938, 1066, 1202, 1346
     1  5  5  :  70, 114, 166, 226, 294, 370, 454, 546, 646, 754, 870, 994, 1126, 1266, 1414
     1  5  6  :  82, 130, 186, 250, 322, 402, 490, 586, 690, 802, 922, 1050, 1186, 1330, 1482
     1  5  7  :  94, 146, 206, 274, 350, 434, 526, 626, 734, 850, 974, 1106, 1246, 1394, 1550
     1  5  8  :  106, 162, 226, 298, 378, 466, 562, 666, 778, 898, 1026, 1162, 1306, 1458, 1618
     1  5  9  :  118, 178, 246, 322, 406, 498, 598, 706, 822, 946, 1078, 1218, 1366, 1522, 1686
     1  5  10  :  130, 194, 266, 346, 434, 530, 634, 746, 866, 994, 1130, 1274, 1426, 1586, 1754
     1  5  11  :  142, 210, 286, 370, 462, 562, 670, 786, 910, 1042, 1182, 1330, 1486, 1650, 1822
     1  5  12  :  154, 226, 306, 394, 490, 594, 706, 826, 954, 1090, 1234, 1386, 1546, 1714, 1890
     1  6  1  :  26, 58, 98, 146, 202, 266, 338, 418, 506, 602, 706, 818, 938, 1066, 1202
     1  6  2  :  40, 76, 120, 172, 232, 300, 376, 460, 552, 652, 760, 876, 1000, 1132, 1272
     1  6  3  :  54, 94, 142, 198, 262, 334, 414, 502, 598, 702, 814, 934, 1062, 1198, 1342
     1  6  4  :  68, 112, 164, 224, 292, 368, 452, 544, 644, 752, 868, 992, 1124, 1264, 1412
     1  6  5  :  82, 130, 186, 250, 322, 402, 490, 586, 690, 802, 922, 1050, 1186, 1330, 1482
     1  6  6  :  96, 148, 208, 276, 352, 436, 528, 628, 736, 852, 976, 1108, 1248, 1396, 1552
     1  6  7  :  110, 166, 230, 302, 382, 470, 566, 670, 782, 902, 1030, 1166, 1310, 1462, 1622
     1  6  8  :  124, 184, 252, 328, 412, 504, 604, 712, 828, 952, 1084, 1224, 1372, 1528, 1692
     1  6  9  :  138, 202, 274, 354, 442, 538, 642, 754, 874, 1002, 1138, 1282, 1434, 1594, 1762
     1  6  10  :  152, 220, 296, 380, 472, 572, 680, 796, 920, 1052, 1192, 1340, 1496, 1660, 1832
     1  6  11  :  166, 238, 318, 406, 502, 606, 718, 838, 966, 1102, 1246, 1398, 1558, 1726, 1902
     1  6  12  :  180, 256, 340, 432, 532, 640, 756, 880, 1012, 1152, 1300, 1456, 1620, 1792, 1972
     1  7  1  :  30, 66, 110, 162, 222, 290, 366, 450, 542, 642, 750, 866, 990, 1122, 1262
     1  7  2  :  46, 86, 134, 190, 254, 326, 406, 494, 590, 694, 806, 926, 1054, 1190, 1334
     1  7  3  :  62, 106, 158, 218, 286, 362, 446, 538, 638, 746, 862, 986, 1118, 1258, 1406
     1  7  4  :  78, 126, 182, 246, 318, 398, 486, 582, 686, 798, 918, 1046, 1182, 1326, 1478
     1  7  5  :  94, 146, 206, 274, 350, 434, 526, 626, 734, 850, 974, 1106, 1246, 1394, 1550
     1  7  6  :  110, 166, 230, 302, 382, 470, 566, 670, 782, 902, 1030, 1166, 1310, 1462, 1622
     1  7  7  :  126, 186, 254, 330, 414, 506, 606, 714, 830, 954, 1086, 1226, 1374, 1530, 1694
     1  7  8  :  142, 206, 278, 358, 446, 542, 646, 758, 878, 1006, 1142, 1286, 1438, 1598, 1766
     1  7  9  :  158, 226, 302, 386, 478, 578, 686, 802, 926, 1058, 1198, 1346, 1502, 1666, 1838
     1  7  10  :  174, 246, 326, 414, 510, 614, 726, 846, 974, 1110, 1254, 1406, 1566, 1734, 1910
     1  7  11  :  190, 266, 350, 442, 542, 650, 766, 890, 1022, 1162, 1310, 1466, 1630, 1802, 1982
     1  7  12  :  206, 286, 374, 470, 574, 686, 806, 934, 1070, 1214, 1366, 1526, 1694, 1870, 2054
     1  8  1  :  34, 74, 122, 178, 242, 314, 394, 482, 578, 682, 794, 914, 1042, 1178, 1322
     1  8  2  :  52, 96, 148, 208, 276, 352, 436, 528, 628, 736, 852, 976, 1108, 1248, 1396
     1  8  3  :  70, 118, 174, 238, 310, 390, 478, 574, 678, 790, 910, 1038, 1174, 1318, 1470
     1  8  4  :  88, 140, 200, 268, 344, 428, 520, 620, 728, 844, 968, 1100, 1240, 1388, 1544
     1  8  5  :  106, 162, 226, 298, 378, 466, 562, 666, 778, 898, 1026, 1162, 1306, 1458, 1618
     1  8  6  :  124, 184, 252, 328, 412, 504, 604, 712, 828, 952, 1084, 1224, 1372, 1528, 1692
     1  8  7  :  142, 206, 278, 358, 446, 542, 646, 758, 878, 1006, 1142, 1286, 1438, 1598, 1766
     1  8  8  :  160, 228, 304, 388, 480, 580, 688, 804, 928, 1060, 1200, 1348, 1504, 1668, 1840
     1  8  9  :  178, 250, 330, 418, 514, 618, 730, 850, 978, 1114, 1258, 1410, 1570, 1738, 1914
     1  8  10  :  196, 272, 356, 448, 548, 656, 772, 896, 1028, 1168, 1316, 1472, 1636, 1808, 1988
     1  8  11  :  214, 294, 382, 478, 582, 694, 814, 942, 1078, 1222, 1374, 1534, 1702, 1878, 2062
     1  8  12  :  232, 316, 408, 508, 616, 732, 856, 988, 1128, 1276, 1432, 1596, 1768, 1948, 2136
     1  9  1  :  38, 82, 134, 194, 262, 338, 422, 514, 614, 722, 838, 962, 1094, 1234, 1382
     1  9  2  :  58, 106, 162, 226, 298, 378, 466, 562, 666, 778, 898, 1026, 1162, 1306, 1458
     1  9  3  :  78, 130, 190, 258, 334, 418, 510, 610, 718, 834, 958, 1090, 1230, 1378, 1534
     1  9  4  :  98, 154, 218, 290, 370, 458, 554, 658, 770, 890, 1018, 1154, 1298, 1450, 1610
     1  9  5  :  118, 178, 246, 322, 406, 498, 598, 706, 822, 946, 1078, 1218, 1366, 1522, 1686
     1  9  6  :  138, 202, 274, 354, 442, 538, 642, 754, 874, 1002, 1138, 1282, 1434, 1594, 1762
     1  9  7  :  158, 226, 302, 386, 478, 578, 686, 802, 926, 1058, 1198, 1346, 1502, 1666, 1838
     1  9  8  :  178, 250, 330, 418, 514, 618, 730, 850, 978, 1114, 1258, 1410, 1570, 1738, 1914
     1  9  9  :  198, 274, 358, 450, 550, 658, 774, 898, 1030, 1170, 1318, 1474, 1638, 1810, 1990
     1  9  10  :  218, 298, 386, 482, 586, 698, 818, 946, 1082, 1226, 1378, 1538, 1706, 1882, 2066
     1  9  11  :  238, 322, 414, 514, 622, 738, 862, 994, 1134, 1282, 1438, 1602, 1774, 1954, 2142
     1  9  12  :  258, 346, 442, 546, 658, 778, 906, 1042, 1186, 1338, 1498, 1666, 1842, 2026, 2218
     1  10  1  :  42, 90, 146, 210, 282, 362, 450, 546, 650, 762, 882, 1010, 1146, 1290, 1442
     1  10  2  :  64, 116, 176, 244, 320, 404, 496, 596, 704, 820, 944, 1076, 1216, 1364, 1520
     1  10  3  :  86, 142, 206, 278, 358, 446, 542, 646, 758, 878, 1006, 1142, 1286, 1438, 1598
     1  10  4  :  108, 168, 236, 312, 396, 488, 588, 696, 812, 936, 1068, 1208, 1356, 1512, 1676
     1  10  5  :  130, 194, 266, 346, 434, 530, 634, 746, 866, 994, 1130, 1274, 1426, 1586, 1754
     1  10  6  :  152, 220, 296, 380, 472, 572, 680, 796, 920, 1052, 1192, 1340, 1496, 1660, 1832
     1  10  7  :  174, 246, 326, 414, 510, 614, 726, 846, 974, 1110, 1254, 1406, 1566, 1734, 1910
     1  10  8  :  196, 272, 356, 448, 548, 656, 772, 896, 1028, 1168, 1316, 1472, 1636, 1808, 1988
     1  10  9  :  218, 298, 386, 482, 586, 698, 818, 946, 1082, 1226, 1378, 1538, 1706, 1882, 2066
     1  10  10  :  240, 324, 416, 516, 624, 740, 864, 996, 1136, 1284, 1440, 1604, 1776, 1956, 2144
     1  10  11  :  262, 350, 446, 550, 662, 782, 910, 1046, 1190, 1342, 1502, 1670, 1846, 2030, 2222
     1  10  12  :  284, 376, 476, 584, 700, 824, 956, 1096, 1244, 1400, 1564, 1736, 1916, 2104, 2300
     1  11  1  :  46, 98, 158, 226, 302, 386, 478, 578, 686, 802, 926, 1058, 1198, 1346, 1502
     1  11  2  :  70, 126, 190, 262, 342, 430, 526, 630, 742, 862, 990, 1126, 1270, 1422, 1582
     1  11  3  :  94, 154, 222, 298, 382, 474, 574, 682, 798, 922, 1054, 1194, 1342, 1498, 1662
     1  11  4  :  118, 182, 254, 334, 422, 518, 622, 734, 854, 982, 1118, 1262, 1414, 1574, 1742
     1  11  5  :  142, 210, 286, 370, 462, 562, 670, 786, 910, 1042, 1182, 1330, 1486, 1650, 1822
     1  11  6  :  166, 238, 318, 406, 502, 606, 718, 838, 966, 1102, 1246, 1398, 1558, 1726, 1902
     1  11  7  :  190, 266, 350, 442, 542, 650, 766, 890, 1022, 1162, 1310, 1466, 1630, 1802, 1982
     1  11  8  :  214, 294, 382, 478, 582, 694, 814, 942, 1078, 1222, 1374, 1534, 1702, 1878, 2062
     1  11  9  :  238, 322, 414, 514, 622, 738, 862, 994, 1134, 1282, 1438, 1602, 1774, 1954, 2142
     1  11  10  :  262, 350, 446, 550, 662, 782, 910, 1046, 1190, 1342, 1502, 1670, 1846, 2030, 2222
     1  11  11  :  286, 378, 478, 586, 702, 826, 958, 1098, 1246, 1402, 1566, 1738, 1918, 2106, 2302
     1  11  12  :  310, 406, 510, 622, 742, 870, 1006, 1150, 1302, 1462, 1630, 1806, 1990, 2182, 2382
     1  12  1  :  50, 106, 170, 242, 322, 410, 506, 610, 722, 842, 970, 1106, 1250, 1402, 1562
     1  12  2  :  76, 136, 204, 280, 364, 456, 556, 664, 780, 904, 1036, 1176, 1324, 1480, 1644
     1  12  3  :  102, 166, 238, 318, 406, 502, 606, 718, 838, 966, 1102, 1246, 1398, 1558, 1726
     1  12  4  :  128, 196, 272, 356, 448, 548, 656, 772, 896, 1028, 1168, 1316, 1472, 1636, 1808
     1  12  5  :  154, 226, 306, 394, 490, 594, 706, 826, 954, 1090, 1234, 1386, 1546, 1714, 1890
     1  12  6  :  180, 256, 340, 432, 532, 640, 756, 880, 1012, 1152, 1300, 1456, 1620, 1792, 1972
     1  12  7  :  206, 286, 374, 470, 574, 686, 806, 934, 1070, 1214, 1366, 1526, 1694, 1870, 2054
     1  12  8  :  232, 316, 408, 508, 616, 732, 856, 988, 1128, 1276, 1432, 1596, 1768, 1948, 2136
     1  12  9  :  258, 346, 442, 546, 658, 778, 906, 1042, 1186, 1338, 1498, 1666, 1842, 2026, 2218
     1  12  10  :  284, 376, 476, 584, 700, 824, 956, 1096, 1244, 1400, 1564, 1736, 1916, 2104, 2300
     1  12  11  :  310, 406, 510, 622, 742, 870, 1006, 1150, 1302, 1462, 1630, 1806, 1990, 2182, 2382
     1  12  12  :  336, 436, 544, 660, 784, 916, 1056, 1204, 1360, 1524, 1696, 1876, 2064, 2260, 2464
     2  1  1  :  10, 26, 50, 82, 122, 170, 226, 290, 362, 442, 530, 626, 730, 842, 962
     2  1  2  :  16, 36, 64, 100, 144, 196, 256, 324, 400, 484, 576, 676, 784, 900, 1024
     2  1  3  :  22, 46, 78, 118, 166, 222, 286, 358, 438, 526, 622, 726, 838, 958, 1086
     2  1  4  :  28, 56, 92, 136, 188, 248, 316, 392, 476, 568, 668, 776, 892, 1016, 1148
     2  1  5  :  34, 66, 106, 154, 210, 274, 346, 426, 514, 610, 714, 826, 946, 1074, 1210
     2  1  6  :  40, 76, 120, 172, 232, 300, 376, 460, 552, 652, 760, 876, 1000, 1132, 1272
     2  1  7  :  46, 86, 134, 190, 254, 326, 406, 494, 590, 694, 806, 926, 1054, 1190, 1334
     2  1  8  :  52, 96, 148, 208, 276, 352, 436, 528, 628, 736, 852, 976, 1108, 1248, 1396
     2  1  9  :  58, 106, 162, 226, 298, 378, 466, 562, 666, 778, 898, 1026, 1162, 1306, 1458
     2  1  10  :  64, 116, 176, 244, 320, 404, 496, 596, 704, 820, 944, 1076, 1216, 1364, 1520
     2  1  11  :  70, 126, 190, 262, 342, 430, 526, 630, 742, 862, 990, 1126, 1270, 1422, 1582
     2  1  12  :  76, 136, 204, 280, 364, 456, 556, 664, 780, 904, 1036, 1176, 1324, 1480, 1644
     2  2  1  :  16, 36, 64, 100, 144, 196, 256, 324, 400, 484, 576, 676, 784, 900, 1024
     2  2  2  :  24, 48, 80, 120, 168, 224, 288, 360, 440, 528, 624, 728, 840, 960, 1088
     2  2  3  :  32, 60, 96, 140, 192, 252, 320, 396, 480, 572, 672, 780, 896, 1020, 1152
     2  2  4  :  40, 72, 112, 160, 216, 280, 352, 432, 520, 616, 720, 832, 952, 1080, 1216
     2  2  5  :  48, 84, 128, 180, 240, 308, 384, 468, 560, 660, 768, 884, 1008, 1140, 1280
     2  2  6  :  56, 96, 144, 200, 264, 336, 416, 504, 600, 704, 816, 936, 1064, 1200, 1344
     2  2  7  :  64, 108, 160, 220, 288, 364, 448, 540, 640, 748, 864, 988, 1120, 1260, 1408
     2  2  8  :  72, 120, 176, 240, 312, 392, 480, 576, 680, 792, 912, 1040, 1176, 1320, 1472
     2  2  9  :  80, 132, 192, 260, 336, 420, 512, 612, 720, 836, 960, 1092, 1232, 1380, 1536
     2  2  10  :  88, 144, 208, 280, 360, 448, 544, 648, 760, 880, 1008, 1144, 1288, 1440, 1600
     2  2  11  :  96, 156, 224, 300, 384, 476, 576, 684, 800, 924, 1056, 1196, 1344, 1500, 1664
     2  2  12  :  104, 168, 240, 320, 408, 504, 608, 720, 840, 968, 1104, 1248, 1400, 1560, 1728
     2  3  1  :  22, 46, 78, 118, 166, 222, 286, 358, 438, 526, 622, 726, 838, 958, 1086
     2  3  2  :  32, 60, 96, 140, 192, 252, 320, 396, 480, 572, 672, 780, 896, 1020, 1152
     2  3  3  :  42, 74, 114, 162, 218, 282, 354, 434, 522, 618, 722, 834, 954, 1082, 1218
     2  3  4  :  52, 88, 132, 184, 244, 312, 388, 472, 564, 664, 772, 888, 1012, 1144, 1284
     2  3  5  :  62, 102, 150, 206, 270, 342, 422, 510, 606, 710, 822, 942, 1070, 1206, 1350
     2  3  6  :  72, 116, 168, 228, 296, 372, 456, 548, 648, 756, 872, 996, 1128, 1268, 1416
     2  3  7  :  82, 130, 186, 250, 322, 402, 490, 586, 690, 802, 922, 1050, 1186, 1330, 1482
     2  3  8  :  92, 144, 204, 272, 348, 432, 524, 624, 732, 848, 972, 1104, 1244, 1392, 1548
     2  3  9  :  102, 158, 222, 294, 374, 462, 558, 662, 774, 894, 1022, 1158, 1302, 1454, 1614
     2  3  10  :  112, 172, 240, 316, 400, 492, 592, 700, 816, 940, 1072, 1212, 1360, 1516, 1680
     2  3  11  :  122, 186, 258, 338, 426, 522, 626, 738, 858, 986, 1122, 1266, 1418, 1578, 1746
     2  3  12  :  132, 200, 276, 360, 452, 552, 660, 776, 900, 1032, 1172, 1320, 1476, 1640, 1812
     2  4  1  :  28, 56, 92, 136, 188, 248, 316, 392, 476, 568, 668, 776, 892, 1016, 1148
     2  4  2  :  40, 72, 112, 160, 216, 280, 352, 432, 520, 616, 720, 832, 952, 1080, 1216
     2  4  3  :  52, 88, 132, 184, 244, 312, 388, 472, 564, 664, 772, 888, 1012, 1144, 1284
     2  4  4  :  64, 104, 152, 208, 272, 344, 424, 512, 608, 712, 824, 944, 1072, 1208, 1352
     2  4  5  :  76, 120, 172, 232, 300, 376, 460, 552, 652, 760, 876, 1000, 1132, 1272, 1420
     2  4  6  :  88, 136, 192, 256, 328, 408, 496, 592, 696, 808, 928, 1056, 1192, 1336, 1488
     2  4  7  :  100, 152, 212, 280, 356, 440, 532, 632, 740, 856, 980, 1112, 1252, 1400, 1556
     2  4  8  :  112, 168, 232, 304, 384, 472, 568, 672, 784, 904, 1032, 1168, 1312, 1464, 1624
     2  4  9  :  124, 184, 252, 328, 412, 504, 604, 712, 828, 952, 1084, 1224, 1372, 1528, 1692
     2  4  10  :  136, 200, 272, 352, 440, 536, 640, 752, 872, 1000, 1136, 1280, 1432, 1592, 1760
     2  4  11  :  148, 216, 292, 376, 468, 568, 676, 792, 916, 1048, 1188, 1336, 1492, 1656, 1828
     2  4  12  :  160, 232, 312, 400, 496, 600, 712, 832, 960, 1096, 1240, 1392, 1552, 1720, 1896
     2  5  1  :  34, 66, 106, 154, 210, 274, 346, 426, 514, 610, 714, 826, 946, 1074, 1210
     2  5  2  :  48, 84, 128, 180, 240, 308, 384, 468, 560, 660, 768, 884, 1008, 1140, 1280
     2  5  3  :  62, 102, 150, 206, 270, 342, 422, 510, 606, 710, 822, 942, 1070, 1206, 1350
     2  5  4  :  76, 120, 172, 232, 300, 376, 460, 552, 652, 760, 876, 1000, 1132, 1272, 1420
     2  5  5  :  90, 138, 194, 258, 330, 410, 498, 594, 698, 810, 930, 1058, 1194, 1338, 1490
     2  5  6  :  104, 156, 216, 284, 360, 444, 536, 636, 744, 860, 984, 1116, 1256, 1404, 1560
     2  5  7  :  118, 174, 238, 310, 390, 478, 574, 678, 790, 910, 1038, 1174, 1318, 1470, 1630
     2  5  8  :  132, 192, 260, 336, 420, 512, 612, 720, 836, 960, 1092, 1232, 1380, 1536, 1700
     2  5  9  :  146, 210, 282, 362, 450, 546, 650, 762, 882, 1010, 1146, 1290, 1442, 1602, 1770
     2  5  10  :  160, 228, 304, 388, 480, 580, 688, 804, 928, 1060, 1200, 1348, 1504, 1668, 1840
     2  5  11  :  174, 246, 326, 414, 510, 614, 726, 846, 974, 1110, 1254, 1406, 1566, 1734, 1910
     2  5  12  :  188, 264, 348, 440, 540, 648, 764, 888, 1020, 1160, 1308, 1464, 1628, 1800, 1980
     2  6  1  :  40, 76, 120, 172, 232, 300, 376, 460, 552, 652, 760, 876, 1000, 1132, 1272
     2  6  2  :  56, 96, 144, 200, 264, 336, 416, 504, 600, 704, 816, 936, 1064, 1200, 1344
     2  6  3  :  72, 116, 168, 228, 296, 372, 456, 548, 648, 756, 872, 996, 1128, 1268, 1416
     2  6  4  :  88, 136, 192, 256, 328, 408, 496, 592, 696, 808, 928, 1056, 1192, 1336, 1488
     2  6  5  :  104, 156, 216, 284, 360, 444, 536, 636, 744, 860, 984, 1116, 1256, 1404, 1560
     2  6  6  :  120, 176, 240, 312, 392, 480, 576, 680, 792, 912, 1040, 1176, 1320, 1472, 1632
     2  6  7  :  136, 196, 264, 340, 424, 516, 616, 724, 840, 964, 1096, 1236, 1384, 1540, 1704
     2  6  8  :  152, 216, 288, 368, 456, 552, 656, 768, 888, 1016, 1152, 1296, 1448, 1608, 1776
     2  6  9  :  168, 236, 312, 396, 488, 588, 696, 812, 936, 1068, 1208, 1356, 1512, 1676, 1848
     2  6  10  :  184, 256, 336, 424, 520, 624, 736, 856, 984, 1120, 1264, 1416, 1576, 1744, 1920
     2  6  11  :  200, 276, 360, 452, 552, 660, 776, 900, 1032, 1172, 1320, 1476, 1640, 1812, 1992
     2  6  12  :  216, 296, 384, 480, 584, 696, 816, 944, 1080, 1224, 1376, 1536, 1704, 1880, 2064
     2  7  1  :  46, 86, 134, 190, 254, 326, 406, 494, 590, 694, 806, 926, 1054, 1190, 1334
     2  7  2  :  64, 108, 160, 220, 288, 364, 448, 540, 640, 748, 864, 988, 1120, 1260, 1408
     2  7  3  :  82, 130, 186, 250, 322, 402, 490, 586, 690, 802, 922, 1050, 1186, 1330, 1482
     2  7  4  :  100, 152, 212, 280, 356, 440, 532, 632, 740, 856, 980, 1112, 1252, 1400, 1556
     2  7  5  :  118, 174, 238, 310, 390, 478, 574, 678, 790, 910, 1038, 1174, 1318, 1470, 1630
     2  7  6  :  136, 196, 264, 340, 424, 516, 616, 724, 840, 964, 1096, 1236, 1384, 1540, 1704
     2  7  7  :  154, 218, 290, 370, 458, 554, 658, 770, 890, 1018, 1154, 1298, 1450, 1610, 1778
     2  7  8  :  172, 240, 316, 400, 492, 592, 700, 816, 940, 1072, 1212, 1360, 1516, 1680, 1852
     2  7  9  :  190, 262, 342, 430, 526, 630, 742, 862, 990, 1126, 1270, 1422, 1582, 1750, 1926
     2  7  10  :  208, 284, 368, 460, 560, 668, 784, 908, 1040, 1180, 1328, 1484, 1648, 1820, 2000
     2  7  11  :  226, 306, 394, 490, 594, 706, 826, 954, 1090, 1234, 1386, 1546, 1714, 1890, 2074
     2  7  12  :  244, 328, 420, 520, 628, 744, 868, 1000, 1140, 1288, 1444, 1608, 1780, 1960, 2148
     2  8  1  :  52, 96, 148, 208, 276, 352, 436, 528, 628, 736, 852, 976, 1108, 1248, 1396
     2  8  2  :  72, 120, 176, 240, 312, 392, 480, 576, 680, 792, 912, 1040, 1176, 1320, 1472
     2  8  3  :  92, 144, 204, 272, 348, 432, 524, 624, 732, 848, 972, 1104, 1244, 1392, 1548
     2  8  4  :  112, 168, 232, 304, 384, 472, 568, 672, 784, 904, 1032, 1168, 1312, 1464, 1624
     2  8  5  :  132, 192, 260, 336, 420, 512, 612, 720, 836, 960, 1092, 1232, 1380, 1536, 1700
     2  8  6  :  152, 216, 288, 368, 456, 552, 656, 768, 888, 1016, 1152, 1296, 1448, 1608, 1776
     2  8  7  :  172, 240, 316, 400, 492, 592, 700, 816, 940, 1072, 1212, 1360, 1516, 1680, 1852
     2  8  8  :  192, 264, 344, 432, 528, 632, 744, 864, 992, 1128, 1272, 1424, 1584, 1752, 1928
     2  8  9  :  212, 288, 372, 464, 564, 672, 788, 912, 1044, 1184, 1332, 1488, 1652, 1824, 2004
     2  8  10  :  232, 312, 400, 496, 600, 712, 832, 960, 1096, 1240, 1392, 1552, 1720, 1896, 2080
     2  8  11  :  252, 336, 428, 528, 636, 752, 876, 1008, 1148, 1296, 1452, 1616, 1788, 1968, 2156
     2  8  12  :  272, 360, 456, 560, 672, 792, 920, 1056, 1200, 1352, 1512, 1680, 1856, 2040, 2232
     2  9  1  :  58, 106, 162, 226, 298, 378, 466, 562, 666, 778, 898, 1026, 1162, 1306, 1458
     2  9  2  :  80, 132, 192, 260, 336, 420, 512, 612, 720, 836, 960, 1092, 1232, 1380, 1536
     2  9  3  :  102, 158, 222, 294, 374, 462, 558, 662, 774, 894, 1022, 1158, 1302, 1454, 1614
